Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","270","Gambie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","632.019869","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","270","Gambie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-0.186313","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4306.234809","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.249475","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","288","Ghana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1998.626937","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","288","Ghana","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.16842","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","300","Grèce","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","18690.624484","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","300","Grèce","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.094119","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","308","Grenade","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","9309.267842","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","308","Grenade","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.195242","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","304","Groenland","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","50987.224252","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","304","Groenland","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.314177","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","320","Guatemala","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4322.031108","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","320","Guatemala","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.59591","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","324","Guinée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","843.464278","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","324","Guinée","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","16.963677","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","226","Guinée équatoriale","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","8410.394419","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","226","Guinée équatoriale","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.667926","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","624","Guinée-Bissau","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","718.245738","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","624","Guinée-Bissau","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.760345","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","328","Guyana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","6220.978568","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","328","Guyana","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.344251","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","332","Haïti","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1405.447377","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","332","Haïti","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","12.45012","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","340","Honduras","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2403.306094","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","340","Honduras","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.694736","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","348","Hongrie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","14619.783288","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","348","Hongrie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.573665","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","136","Îles Caïmanes","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","81255.112457","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","136","Îles Caïmanes","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.039419","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","184","Îles Cook","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","19868.296031","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","184","Îles Cook","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","12.50603","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","584","Îles Marshall","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4507.623879","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","584","Îles Marshall","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.535925","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","090","Îles Salomon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2283.581124","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","090","Îles Salomon","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.975071","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","796","Îles Turques-et-Caïques","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","25659.195864","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","796","Îles Turques-et-Caïques","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-4.948453","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","092","Îles Vierges britanniques","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","43569.527611","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","092","Îles Vierges britanniques","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-7.82952","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","356","Inde","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1937.924539","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","356","Inde","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","13.253577","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","360","Indonésie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3839.785075","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","360","Indonésie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.894929","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","364","Iran (République islamique d')","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5960.707147","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","364","Iran (République islamique d')","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.539805","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","368","Iraq","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4725.193371","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","368","Iraq","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.755421","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","372","Irlande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","70673.120437","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","372","Irlande","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.705074","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","352","Islande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","71961.532039","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","352","Islande","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","16.171269","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","376","Israël","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","42991.619562","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","376","Israël","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.287348","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","380","Italie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","32694.406225","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","380","Italie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.784382","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","388","Jamaïque","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5273.149061","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","388","Jamaïque","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.986295","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","392","Japon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","38928.952604","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","392","Japon","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-1.197915","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","400","Jordanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4073.116404","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","400","Jordanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.741309","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","398","Kazakhstan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","9107.697679","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","398","Kazakhstan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","19.941732","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","404","Kenya","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1675.973652","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","404","Kenya","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.291393","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","417","Kirghizistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1258.390778","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","417","Kirghizistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.159047","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","296","Kiribati","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1563.46714","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","296","Kiribati","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.806623","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","414","Koweït","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","29258.289476","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","414","Koweït","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.257188","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","426","Lesotho","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1061.916962","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","426","Lesotho","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.670523","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","428","Lettonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","15593.840393","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","428","Lettonie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.654664","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","422","Liban","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","8679.897422","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","422","Liban","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.2112","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","430","Libéria","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","576.029301","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","430","Libéria","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-1.67393","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","434","Libye","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","10529.116269","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","434","Libye","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","32.524962","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","438","Liechtenstein","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","170875.739911","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","438","Liechtenstein","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.032821","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","440","Lituanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","16443.298019","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","440","Lituanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","12.137155","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","442","Luxembourg","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","110203.008207","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","442","Luxembourg","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.397501","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5353.775388","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.856667","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","503.498059","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.368606","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","9979.705979","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.437754","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","500.165554","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","22.205563","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","10194.746472","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.012338","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","795.682802","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.083712","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","28122.28717","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","12.803356","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3336.528682","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.986376","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","10591.698261","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.818054","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1634.642174","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.510729","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","9693.330262","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.906355","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3320.355058","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","9.849021","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","173611.784301","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-0.391424","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","496","Mongolie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3708.248167","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","496","Mongolie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","0.473924","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","499","Monténégro","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","7679.175158","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","499","Monténégro","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.179503","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","500","Montserrat","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","12697.737107","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","500","Montserrat","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.754675","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","508","Mozambique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","464.294722","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","508","Mozambique","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.548022","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","104","Myanmar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1233.563605","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","104","Myanmar","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","0.750997","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","516","Namibie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5450.334422","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","516","Namibie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","18.10318","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","520","Nauru","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","11020.663091","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","520","Nauru","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.66433","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","524","Népal","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1044.692515","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","524","Népal","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","19.836361","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","558","Nicaragua","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2127.277953","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","558","Nicaragua","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.30004","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","562","Niger","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","514.543477","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","562","Niger","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.522334","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","566","Nigéria","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1941.873934","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","566","Nigéria","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-9.460476","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","578","Norvège","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","76125.721765","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","578","Norvège","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.464605","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","540","Nouvelle-Calédonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","32260.577425","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","540","Nouvelle-Calédonie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.94372","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","554","Nouvelle-Zélande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","43519.867644","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","554","Nouvelle-Zélande","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.581047","X","Ciffre de sources internationales",""
